First Name,Last Name,Email,Professional Phone Number,Matricule,Position,Net Salary,Salary Grade,Contract End Date,Department,Service,Role,Status,Password,Remaining Leave Days,Monthly Leave Allocation,Receive SMS Notifications,Personal Phone Number,Work Start Time,Work End Time,Receive Email Notifications,Alternative Email,Date of Birth
Mozelle Macejkovic V,Ms. Chanel Kuhn DVM,davin.mayert@hotmail.com,870-264-4904,96804922,Employee,50117,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,32,2.5,1,1-938-567-5969,08:00,17:00,1,,1997-10-06
Rebeka Mayert,Prof. Dagmar Heidenreich DDS,nking@yahoo.com,+1.440.467.3028,90709632,Employee,50118,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,33,2.5,0,+1-660-830-4748,08:00,17:00,1,,1998-11-07
Margarett Deckow,Selena Ullrich,chaya33@hotmail.com,240.788.6217,23191980,Employee,50119,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,34,2.5,1,731-381-1441,08:00,17:00,1,,1999-12-08
Elias Kassulke,Dr. Dawn White Jr.,harris.carmela@hand.com,+1-425-803-7513,9509412,Employee,50120,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,25,2.5,0,+1-651-754-3952,08:00,17:00,1,,1980-01-09
Pattie Lueilwitz,Dedrick Doyle,alverta.west@yahoo.com,1-808-268-2421,34003280,Employee,50121,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,26,2.5,1,856-344-8225,08:00,17:00,1,,1981-02-10
Celia Murazik,Prof. Virgil Jast MD,armstrong.clay@gmail.com,1-434-397-0784,20731535,Employee,50122,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,27,2.5,0,551.341.1133,08:00,17:00,1,,1982-03-11
King Keebler,Mr. Elmo Littel,velda.legros@gmail.com,1-347-318-1215,16428365,Employee,50123,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,28,2.5,1,1-918-609-6662,08:00,17:00,1,,1983-04-12
Hosea Barton,Josefina Altenwerth,kreiger.connie@hauck.info,1-220-328-5044,78505272,Employee,50124,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,29,2.5,0,+14153900499,08:00,17:00,1,,1984-05-13
Blanche Reilly,Devin Torphy I,kaelyn65@wolf.com,+1-901-578-0639,50335110,Employee,50125,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,30,2.5,1,878.953.0595,08:00,17:00,1,,1985-06-14
Raleigh Zemlak V,Layla Halvorson,amiya.bartell@gmail.com,414.754.7397,90281859,Employee,50126,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,31,2.5,0,531-323-1160,08:00,17:00,1,,1986-07-15
Orval Marquardt,Jodie Lang,lemke.betsy@kemmer.com,(501) 526-1421,76316037,Employee,50127,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,32,2.5,1,(347) 844-7653,08:00,17:00,1,,1987-08-16
Tristian Mohr V,Ms. Berenice Lindgren,xreinger@gmail.com,970.415.7393,70045942,Employee,50128,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,33,2.5,0,1-847-861-3192,08:00,17:00,1,,1988-09-17
Abdiel Dach,Dr. Jeremy Christiansen MD,kulas.javier@yahoo.com,1-404-943-2140,58224277,Employee,50129,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,34,2.5,1,347.972.9885,08:00,17:00,1,,1989-10-18
Myra Rutherford Sr.,Ms. Nannie Pagac,mstark@gmail.com,+1.636.418.0508,68282488,Employee,50130,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,25,2.5,0,984.637.2004,08:00,17:00,1,,1990-11-19
Trenton Hodkiewicz,Makenna Frami,will.percival@cruickshank.com,+1 (407) 544-5073,11927840,Employee,50131,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,26,2.5,1,1-925-200-3553,08:00,17:00,1,,1991-12-20
Howell Cassin,Norval Wilderman,ipagac@hotmail.com,1-352-433-2010,49114281,Employee,50132,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,27,2.5,0,323.637.4985,08:00,17:00,1,,1992-01-21
Lacey Kautzer I,Wilfrid White DDS,genoveva.koss@yahoo.com,+1-806-347-8930,69299026,Employee,50133,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,28,2.5,1,862.763.4257,08:00,17:00,1,,1993-02-22
Amiya Thiel I,Mr. Winfield Ondricka,nicolas.herta@hotmail.com,1-479-722-4732,5132790,Employee,50134,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,29,2.5,0,(814) 230-5210,08:00,17:00,1,,1994-03-23
Sarina Casper,Ms. Damaris Mills PhD,rbeer@gmail.com,(786) 995-5531,71646065,Employee,50135,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,30,2.5,1,681-440-8439,08:00,17:00,1,,1995-04-24
Amely Kunze,Miss Yasmin Kunze II,quincy.raynor@reichel.com,531-392-8519,28779270,Employee,50136,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,31,2.5,0,1-310-990-4090,08:00,17:00,1,,1996-05-25
Al Strosin,Grover Stracke,oreilly.norval@dibbert.com,+1.978.313.6896,56844120,Employee,50137,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,32,2.5,1,561-450-7921,08:00,17:00,1,,1997-06-26
Hannah Wolf,Mr. Ignatius Macejkovic DDS,jacobson.yessenia@koelpin.net,440-704-0617,32392593,Employee,50138,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,33,2.5,0,+1-231-842-2701,08:00,17:00,1,,1998-07-27
Shirley Gulgowski,Mr. Zane Denesik Sr.,kertzmann.chandler@hotmail.com,276.379.6146,24338725,Employee,50139,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,34,2.5,1,+1 (863) 789-1195,08:00,17:00,1,,1999-08-28
Dewayne Cruickshank,Kelly Collins,ujast@gmail.com,+1.360.772.5102,7294600,Employee,50140,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,25,2.5,0,+1.210.207.9018,08:00,17:00,1,,1980-09-01
Eloisa Ullrich,Dr. Joyce Kuhic,vwyman@wisoky.info,+1 (251) 882-6966,10752375,Employee,50141,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,26,2.5,1,+1-463-548-8950,08:00,17:00,1,,1981-10-02
Keegan Crist V,Conor Torphy V,fhintz@gottlieb.biz,(564) 688-9080,16956299,Employee,50142,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,27,2.5,0,352.362.2658,08:00,17:00,1,,1982-11-03
Kirsten Von,Russell Feeney II,lhuels@oberbrunner.com,708-478-1613,42245819,Employee,50143,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,28,2.5,1,925-466-5371,08:00,17:00,1,,1983-12-04
Wendy Hodkiewicz,Erich Bartell,edwina25@gmail.com,1-947-623-3250,83081825,Employee,50144,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,29,2.5,0,541.812.9682,08:00,17:00,1,,1984-01-05
Chet Gerhold,Zechariah Farrell,jakubowski.larissa@cummings.biz,985-352-4689,62154167,Employee,50145,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,30,2.5,1,(937) 333-3288,08:00,17:00,1,,1985-02-06
Dusty Gibson,Summer Prohaska,hayes.janie@hotmail.com,928.610.7341,59839745,Employee,50146,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,31,2.5,0,1-614-781-6021,08:00,17:00,1,,1986-03-07
Jerad Nitzsche,Sofia Mraz,tracy12@haag.com,628-421-4047,4399101,Employee,50147,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,32,2.5,1,805-709-3221,08:00,17:00,1,,1987-04-08
Clementina Rutherford,Ruben Altenwerth,phoebe.greenholt@hotmail.com,+1.972.684.2960,48641369,Employee,50148,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,33,2.5,0,534.665.2588,08:00,17:00,1,,1988-05-09
Willard Kling,Lesley Rodriguez,jasmin.fritsch@lynch.com,(239) 955-8849,23504103,Employee,50149,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,34,2.5,1,+19376844217,08:00,17:00,1,,1989-06-10
Camila Altenwerth,Devyn Kuvalis,kuhn.jaylon@hotmail.com,(617) 397-1771,84537746,Employee,50150,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,25,2.5,0,+1-904-757-2963,08:00,17:00,1,,1990-07-11
Loyal Shields,Gordon Brakus,waters.ebba@hotmail.com,320.206.1490,69939535,Employee,50151,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,26,2.5,1,785-372-1722,08:00,17:00,1,,1991-08-12
Ashly Kunze,Orie Quigley,kitty33@hotmail.com,559.539.9715,40238036,Employee,50152,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,27,2.5,0,(272) 362-4949,08:00,17:00,1,,1992-09-13
Marisa Frami,Lew Kuhic Sr.,pziemann@yahoo.com,+16103218251,63373770,Employee,50153,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,28,2.5,1,+17755039902,08:00,17:00,1,,1993-10-14
Barney Ankunding,Megane Gaylord,harvey.boyle@macejkovic.com,1-740-663-1752,69999021,Employee,50154,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,29,2.5,0,657-452-6755,08:00,17:00,1,,1994-11-15
Alexandrea Rippin I,Stewart Aufderhar,lelah98@feest.com,+1-857-371-7278,22221855,Employee,50155,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,30,2.5,1,+1-570-341-5011,08:00,17:00,1,,1995-12-16
Harvey Reichel,Prof. Pat Borer,sheridan.armstrong@conn.com,+1-463-749-0550,23680233,Employee,50156,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,31,2.5,0,623.749.4343,08:00,17:00,1,,1996-01-17
Thurman Brakus Sr.,Dr. Gianni Carroll,mschinner@kuphal.org,+1 (317) 498-5601,39023732,Employee,50157,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,32,2.5,1,385-525-1011,08:00,17:00,1,,1997-02-18
Thurman Greenfelder,Reece Wolff,wgibson@hotmail.com,+1 (442) 519-8257,8631602,Employee,50158,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,33,2.5,0,+1 (341) 644-4087,08:00,17:00,1,,1998-03-19
Oral Boehm,Ms. Gwendolyn Yundt,willa32@mueller.com,+19594393663,86553859,Employee,50159,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,34,2.5,1,+1-272-415-0426,08:00,17:00,1,,1999-04-20
Jedidiah Beier,Leilani Gleason,jaren09@gmail.com,+1-929-558-8955,7664844,Employee,50160,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,25,2.5,0,+1-323-415-5331,08:00,17:00,1,,1980-05-21
Orion Breitenberg,Sonia Bednar,abashirian@hotmail.com,+1-781-903-4875,8265340,Employee,50161,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,26,2.5,1,423-743-2831,08:00,17:00,1,,1981-06-22
Dereck Bins,Waino Harber,mariana.reichert@hotmail.com,847.636.1426,19765557,Employee,50162,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,27,2.5,0,(727) 757-0902,08:00,17:00,1,,1982-07-23
Laurie Jenkins,Nathaniel Boyer,alexandro34@gmail.com,+1 (224) 995-4100,58336509,Employee,50163,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,28,2.5,1,854.834.3220,08:00,17:00,1,,1983-08-24
Maida Stamm,Aliza Rodriguez,isabell07@ziemann.org,765-771-1180,61154548,Employee,50164,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,29,2.5,0,1-530-819-4697,08:00,17:00,1,,1984-09-25
Kimberly Brekke,Prof. Octavia Mills DDS,ivory87@gmail.com,1-458-959-7846,77610004,Employee,50165,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,30,2.5,1,+19493870786,08:00,17:00,1,,1985-10-26
Sydnie Swift,Shanon Wuckert,brakus.jimmy@larson.com,(475) 856-5146,68302800,Employee,50166,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,31,2.5,0,(346) 726-5904,08:00,17:00,1,,1986-11-27
Constantin Hettinger,Mittie Jacobson III,franz.bernier@gmail.com,+1-856-539-6583,56160771,Employee,50167,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,32,2.5,1,1-626-465-6383,08:00,17:00,1,,1987-12-28
Kyleigh Lind Jr.,Wava Dicki,gabriel95@gmail.com,1-503-802-2674,81727561,Employee,50168,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,33,2.5,0,+1-703-892-9582,08:00,17:00,1,,1988-01-01
Elinor Rippin I,Wyatt Shields,ewell.hermiston@cartwright.com,828.317.3046,95086345,Employee,50169,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,34,2.5,1,+1 (540) 979-3241,08:00,17:00,1,,1989-02-02
Marlon Konopelski,Mackenzie Dickinson,ikassulke@gmail.com,+1-501-759-2942,3809550,Employee,50170,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,25,2.5,0,346-686-2502,08:00,17:00,1,,1990-03-03
Jeremy Balistreri,Katlynn Rolfson,joelle92@schneider.com,818-231-0150,90272789,Employee,50171,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,26,2.5,1,+1 (504) 913-8032,08:00,17:00,1,,1991-04-04
Arielle Mayer,Ottilie Herzog,fausto.parker@gmail.com,484.934.5524,38936807,Employee,50172,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,27,2.5,0,703-392-0477,08:00,17:00,1,,1992-05-05
Carrie Kessler,Emilie Adams,rodriguez.madisen@collins.net,(984) 859-4938,3017798,Employee,50173,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,28,2.5,1,870-685-7663,08:00,17:00,1,,1993-06-06
Shyann Renner,Dominic Hegmann,torp.hobart@gmail.com,(512) 241-4010,12787797,Employee,50174,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,29,2.5,0,+1-678-255-3728,08:00,17:00,1,,1994-07-07
Eudora Lynch,Emelia Lowe V,joesph70@yahoo.com,408.278.0136,27533534,Employee,50175,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,30,2.5,1,1-215-488-3513,08:00,17:00,1,,1995-08-08
Libby Berge I,Prof. Cale Dooley PhD,cstehr@hotmail.com,+1.937.389.2821,59884634,Employee,50176,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,31,2.5,0,1-678-642-1816,08:00,17:00,1,,1996-09-09
Annamarie Reichel,Alexandrine Balistreri,hkerluke@gmail.com,+17474338276,87473674,Employee,50177,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,32,2.5,1,+1.316.345.0312,08:00,17:00,1,,1997-10-10
Sophia Kuhlman Jr.,Prof. Elenor Lynch,corwin.camylle@johnson.com,+1.667.833.5572,98233842,Employee,50178,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,33,2.5,0,+19384814800,08:00,17:00,1,,1998-11-11
Garnett Ankunding,Desiree Doyle,raphaelle.bode@shanahan.com,+1 (828) 317-2290,40525843,Employee,50179,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,34,2.5,1,+1 (774) 930-9120,08:00,17:00,1,,1999-12-12
Carlos Goodwin,Miss Verla Greenfelder PhD,gkuhlman@hotmail.com,320.681.5745,52390386,Employee,50180,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,25,2.5,0,+18156371191,08:00,17:00,1,,1980-01-13
Rebeka Grant,Asia Upton,zlangosh@gmail.com,1-281-362-3822,35573523,Employee,50181,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,26,2.5,1,(419) 598-9168,08:00,17:00,1,,1981-02-14
Anais Olson Jr.,Zion Friesen,howell.bashirian@turcotte.com,+1-619-610-4834,46124850,Employee,50182,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,27,2.5,0,347-812-8908,08:00,17:00,1,,1982-03-15
Cathryn Christiansen,Nikita Cummings,hahn.pietro@gmail.com,1-252-201-5324,93173760,Employee,50183,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,28,2.5,1,930-603-1076,08:00,17:00,1,,1983-04-16
Lizzie Medhurst DVM,Horacio McDermott,wwindler@gmail.com,1-715-515-6444,54823498,Employee,50184,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,29,2.5,0,+15419498081,08:00,17:00,1,,1984-05-17
Monica Smitham,Caroline Oberbrunner,dayana.okuneva@rosenbaum.info,(830) 238-6830,66532480,Employee,50185,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,30,2.5,1,517.586.2319,08:00,17:00,1,,1985-06-18
Amara Pfeffer V,Mrs. Tiara Jerde,eve.russel@daniel.com,+1.318.445.5259,38777604,Employee,50186,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,31,2.5,0,336.995.7009,08:00,17:00,1,,1986-07-19
Pedro Swift,Emmy Huel,gislason.luisa@hotmail.com,(463) 480-3377,44278285,Employee,50187,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,32,2.5,1,+1 (903) 261-0133,08:00,17:00,1,,1987-08-20
Bridget Lockman,Mrs. Darby DuBuque,general.greenfelder@yahoo.com,315.670.2269,34238927,Employee,50188,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,33,2.5,0,+1-732-655-3041,08:00,17:00,1,,1988-09-21
Elmer Moen,Kenya Schimmel DVM,ncarter@corkery.biz,1-680-273-4404,73248521,Employee,50189,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,34,2.5,1,1-828-976-5244,08:00,17:00,1,,1989-10-22
Maverick Keeling Sr.,Jackeline Gleason,beer.domenica@waters.com,+1.856.993.2117,81582391,Employee,50190,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,25,2.5,0,1-313-940-0710,08:00,17:00,1,,1990-11-23
Marlen Hills,Ari Corkery IV,luis42@paucek.com,239.409.6323,29258205,Employee,50191,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,26,2.5,1,+1-937-449-3132,08:00,17:00,1,,1991-12-24
Leda Kris Jr.,Meda Reilly,wterry@gislason.net,(346) 464-6841,34399836,Employee,50192,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,27,2.5,0,337.483.1619,08:00,17:00,1,,1992-01-25
Terrell Metz,Dwight Kunde,mmaggio@gmail.com,272.225.0724,6356999,Employee,50193,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,28,2.5,1,434-629-9033,08:00,17:00,1,,1993-02-26
Al Douglas I,Oren Schuster,forest78@gmail.com,(215) 468-6879,7777142,Employee,50194,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,29,2.5,0,240.980.8445,08:00,17:00,1,,1994-03-27
Delbert Farrell,Christopher Mosciski,ngusikowski@gmail.com,+17473473256,6490286,Employee,50195,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,30,2.5,1,534-553-2923,08:00,17:00,1,,1995-04-28
Fannie Stroman,Deon Zemlak,borer.francisco@wilkinson.net,909-354-7247,35141585,Employee,50196,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,31,2.5,0,940.620.2022,08:00,17:00,1,,1996-05-01
Tad Schroeder,Stanford Hermann,krajcik.breana@yahoo.com,(726) 235-9359,65682019,Employee,50197,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,32,2.5,1,1-848-453-1138,08:00,17:00,1,,1997-06-02
Elwyn Denesik,Jodie Swift,jdeckow@gmail.com,256-949-8236,61923033,Employee,50198,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,33,2.5,0,609.652.8160,08:00,17:00,1,,1998-07-03
Allie Maggio I,Louie Brown,kody.herzog@gmail.com,1-607-278-3776,22946238,Employee,50199,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,34,2.5,1,+1.267.404.8232,08:00,17:00,1,,1999-08-04
Violet Schroeder,Favian Senger Jr.,chaim94@emmerich.biz,1-314-618-1617,41157487,Employee,50200,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,25,2.5,0,+1 (878) 672-8423,08:00,17:00,1,,1980-09-05
Darrick Ortiz,Ashton Carter,romaguera.bobbie@hotmail.com,(657) 232-6671,21239735,Employee,50201,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,26,2.5,1,1-912-749-3142,08:00,17:00,1,,1981-10-06
Carlie Stamm,Prof. Haylie Prohaska Sr.,gregg92@yahoo.com,+1 (424) 310-9418,86960276,Employee,50202,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,27,2.5,0,262-400-5289,08:00,17:00,1,,1982-11-07
Alberta Auer,Prof. Everette Towne DVM,zondricka@auer.org,1-702-886-4468,23740405,Employee,50203,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,28,2.5,1,+1 (828) 477-7689,08:00,17:00,1,,1983-12-08
Otto Braun,Jewell Fahey PhD,tromp.magnolia@toy.net,(458) 713-7479,41160713,Employee,50204,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,29,2.5,0,(682) 464-6895,08:00,17:00,1,,1984-01-09
Hadley Wolf,Mr. Mckenzie Buckridge PhD,gleason.jadyn@wintheiser.biz,(325) 631-8462,87255911,Employee,50205,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,30,2.5,1,+1 (559) 200-8654,08:00,17:00,1,,1985-02-10
Helena Rippin PhD,Miss Jammie Bernier PhD,wilkinson.emory@yahoo.com,(361) 525-0375,9044109,Employee,50206,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,31,2.5,0,+1-217-708-8426,08:00,17:00,1,,1986-03-11
Susie Lakin,Alene Schmidt,aryanna.krajcik@mante.com,+17572355395,76695539,Employee,50207,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,32,2.5,1,+1-857-885-4890,08:00,17:00,1,,1987-04-12
Vanessa Macejkovic,Brian Wunsch I,domenick.buckridge@goldner.info,+16619452436,42259821,Employee,50208,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,33,2.5,0,+1-689-794-2992,08:00,17:00,1,,1988-05-13
Lonie Kilback,Nathaniel Crona,ritchie.zoie@yahoo.com,+1-559-667-8447,40531500,Employee,50209,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,34,2.5,1,+1.715.590.7104,08:00,17:00,1,,1989-06-14
Pietro Jerde,Miss Krista Keebler I,kpouros@yahoo.com,212.472.9579,11310563,Employee,50210,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,25,2.5,0,+1-805-520-0471,08:00,17:00,1,,1990-07-15
Kristoffer Ryan,Prof. Eusebio Ankunding IV,adriana.yost@barrows.com,(562) 818-0395,26909596,Employee,50211,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,26,2.5,1,+12486144405,08:00,17:00,1,,1991-08-16
Myrtice Boehm,Clint Streich,jauer@gmail.com,+1.503.539.5294,26716772,Employee,50212,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,27,2.5,0,463-929-9750,08:00,17:00,1,,1992-09-17
Daisha Mertz V,Madie Schaefer,istark@kihn.com,+1.972.509.3621,22471973,Employee,50213,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,28,2.5,1,(534) 955-2289,08:00,17:00,1,,1993-10-18
Jean Lowe,Joey Jacobson,ondricka.chasity@weimann.org,559-470-4031,46616876,Employee,50214,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,29,2.5,0,(952) 272-3390,08:00,17:00,1,,1994-11-19
Maxie Stark,Mina Schuppe,dorian64@hotmail.com,+13468229839,62661896,Employee,50215,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,30,2.5,1,(201) 576-6339,08:00,17:00,1,,1995-12-20
Queen Ratke,Sydney Kerluke,april.hackett@hansen.com,434-416-0730,52553516,Employee,50216,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,31,2.5,0,+1.212.428.4639,08:00,17:00,1,,1996-01-21
Zena Spencer,Abby Becker,lacy.vonrueden@kshlerin.info,541.904.4093,1829233,Employee,50217,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,32,2.5,1,573.917.0261,08:00,17:00,1,,1997-02-22
Amelie Wiegand,Janessa Metz,nona.hilpert@hotmail.com,+1-580-200-5705,79783999,Employee,50218,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,33,2.5,0,909.885.2295,08:00,17:00,1,,1998-03-23
Cathy Kshlerin,Dr. Carley Shields,rempel.virginie@osinski.com,1-864-758-7448,76634371,Employee,50219,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,34,2.5,1,304-936-2253,08:00,17:00,1,,1999-04-24
Pat Sauer,Mrs. Keara Kling,rowland37@little.com,845-359-8619,31890950,Employee,50220,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,25,2.5,0,1-279-489-6126,08:00,17:00,1,,1980-05-25
Lorenza Parker,Jerrold Weissnat I,kbalistreri@runte.com,+1.857.238.2584,77754948,Employee,50221,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,26,2.5,1,828.567.0647,08:00,17:00,1,,1981-06-26
Carli Harvey,Willard Carroll,aturner@gmail.com,+1-985-431-9582,40715397,Employee,50222,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,27,2.5,0,1-949-572-3063,08:00,17:00,1,,1982-07-27
Amparo Hermann,Ms. Anissa Rohan Jr.,savanna.gorczany@wisozk.biz,+17089614437,40787904,Employee,50223,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,28,2.5,1,631.215.4219,08:00,17:00,1,,1983-08-28
Phoebe Bosco DVM,Ottis Emmerich,conn.amiya@hotmail.com,678-417-1470,80396836,Employee,50224,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,29,2.5,0,(541) 481-0607,08:00,17:00,1,,1984-09-01
Adelle Wiegand,Mazie Walsh,milan42@gmail.com,+15516693234,66942288,Employee,50225,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,30,2.5,1,+1.843.901.3464,08:00,17:00,1,,1985-10-02
Earline Goyette Sr.,Donato Weimann DVM,jwilkinson@gmail.com,915.634.6262,42330588,Employee,50226,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,31,2.5,0,(817) 353-5065,08:00,17:00,1,,1986-11-03
Beau Mohr,Ardith Veum,opal.gorczany@okon.com,785.985.5730,82673774,Employee,50227,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,32,2.5,1,+18486503783,08:00,17:00,1,,1987-12-04
Davonte Wiza PhD,Genoveva Tromp,zieme.kiana@yahoo.com,+1-458-331-2854,21346538,Employee,50228,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,33,2.5,0,+13606145672,08:00,17:00,1,,1988-01-05
Liliana Bruen,Kolby Bins,mclaughlin.woodrow@aufderhar.com,+1-878-620-2712,26425527,Employee,50229,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,34,2.5,1,1-636-972-9001,08:00,17:00,1,,1989-02-06
Penelope Medhurst,Mr. Clay Huel DVM,cnolan@hotmail.com,954.946.8809,15285074,Employee,50230,Standard,2026-12-31,IT Department,Development Team,employee,1,password123,25,2.5,0,430-684-3935,08:00,17:00,1,,1990-03-07
Lucas Keebler DVM,Eduardo Barrows,spencer.monte@durgan.info,(678) 646-8054,63891651,Employee,50231,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,26,2.5,1,(878) 289-5516,08:00,17:00,1,,1991-04-08
Marty Purdy,Cale Ferry,shields.stephen@hotmail.com,+1-520-956-6670,58298127,Employee,50232,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,27,2.5,0,+13185858732,08:00,17:00,1,,1992-05-09
Jordan Okuneva,Vivian Muller II,glenna25@stamm.net,+1-661-783-7733,74411691,Employee,50233,Standard,2026-12-31,Human Resources,Recruitment,employee,1,password123,28,2.5,1,(640) 984-2078,08:00,17:00,1,,1993-06-10
